@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1564,'2021/06/24 19:00:58:827',57,24,123,99,0.18,0.24,0.47,0.7,0.87,0.87
1565,'2021/06/24 19:00:58:879',57,21,117,109,0.18,0.24,0.47,0.7,0.87,0.87
1566,'2021/06/24 19:00:58:931',57,23,118,106,0.18,0.24,0.47,0.7,0.87,0.87
1567,'2021/06/24 19:00:58:988',57,19,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1568,'2021/06/24 19:00:59:039',57,19,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1569,'2021/06/24 19:00:59:091',57,23,118,109,0.18,0.24,0.47,0.7,0.87,0.87
1570,'2021/06/24 19:00:59:142',57,23,118,109,0.18,0.24,0.47,0.7,0.87,0.87
1571,'2021/06/24 19:00:59:194',57,22,120,103,0.18,0.24,0.47,0.7,0.87,0.87
1572,'2021/06/24 19:01:01:163',58,11,119,105,0.18,0.24,0.47,0.7,0.87,0.87
1573,'2021/06/24 19:01:01:220',58,12,120,100,0.18,0.24,0.47,0.7,0.87,0.87
1574,'2021/06/24 19:01:01:272',58,12,120,100,0.18,0.24,0.47,0.7,0.87,0.87
1575,'2021/06/24 19:01:01:326',58,11,112,112,0.18,0.24,0.47,0.7,0.87,0.87
1576,'2021/06/24 19:01:01:377',58,11,112,112,0.18,0.24,0.47,0.7,0.87,0.87
1577,'2021/06/24 19:01:01:429',58,11,112,112,0.18,0.24,0.47,0.7,0.87,0.87
1578,'2021/06/24 19:01:01:482',58,12,117,101,0.18,0.24,0.47,0.7,0.87,0.87
1579,'2021/06/24 19:01:01:532',58,12,117,101,0.18,0.24,0.47,0.7,0.87,0.87
1580,'2021/06/24 19:01:01:584',58,9,117,109,0.18,0.24,0.47,0.7,0.87,0.87
1581,'2021/06/24 19:01:01:635',58,9,113,114,0.18,0.24,0.47,0.7,0.87,0.87
1582,'2021/06/24 19:01:01:686',58,10,112,114,0.18,0.24,0.47,0.7,0.87,0.87
1583,'2021/06/24 19:01:01:743',58,9,110,118,0.18,0.24,0.47,0.7,0.87,0.87
1584,'2021/06/24 19:01:01:796',58,9,110,118,0.18,0.24,0.47,0.7,0.87,0.87
1585,'2021/06/24 19:01:01:847',58,6,106,128,0.18,0.24,0.47,0.7,0.87,0.87
1586,'2021/06/24 19:01:01:899',58,7,105,124,0.18,0.24,0.47,0.7,0.87,0.87
1587,'2021/06/24 19:01:01:951',58,9,109,121,0.18,0.24,0.47,0.7,0.87,0.87
1588,'2021/06/24 19:01:02:003',58,9,109,121,0.18,0.24,0.47,0.7,0.87,0.87
1589,'2021/06/24 19:01:02:055',58,11,111,118,0.18,0.24,0.47,0.7,0.87,0.87
1590,'2021/06/24 19:01:02:109',58,11,111,118,0.18,0.24,0.47,0.7,0.87,0.87
1591,'2021/06/24 19:01:02:161',58,10,110,118,0.18,0.24,0.47,0.7,0.87,0.87
1592,'2021/06/24 19:01:02:213',58,11,112,114,0.18,0.24,0.47,0.7,0.87,0.87
1593,'2021/06/24 19:01:02:264',58,11,111,117,0.18,0.24,0.47,0.7,0.87,0.87
1594,'2021/06/24 19:01:02:321',58,10,108,122,0.18,0.24,0.47,0.7,0.87,0.87
1595,'2021/06/24 19:01:03:311',59,16,117,107,0.18,0.24,0.47,0.7,0.87,0.87
1596,'2021/06/24 19:01:03:363',59,18,118,107,0.18,0.24,0.47,0.7,0.87,0.87
1597,'2021/06/24 19:01:03:415',59,15,117,108,0.18,0.24,0.47,0.7,0.87,0.87
1598,'2021/06/24 19:01:03:466',59,14,114,111,0.18,0.24,0.47,0.7,0.87,0.87
1599,'2021/06/24 19:01:03:517',59,14,116,106,0.18,0.24,0.47,0.7,0.87,0.87
1600,'2021/06/24 19:01:03:569',59,14,117,107,0.18,0.24,0.47,0.7,0.87,0.87
1601,'2021/06/24 19:01:03:620',59,16,117,107,0.18,0.24,0.47,0.7,0.87,0.87
1602,'2021/06/24 19:01:03:672',59,14,119,105,0.18,0.24,0.47,0.7,0.87,0.87
1603,'2021/06/24 19:01:03:722',59,14,119,106,0.18,0.24,0.47,0.7,0.87,0.87
1604,'2021/06/24 19:01:03:774',59,14,119,106,0.18,0.24,0.47,0.7,0.87,0.87
1605,'2021/06/24 19:01:03:826',59,15,119,107,0.18,0.24,0.47,0.7,0.87,0.87
1606,'2021/06/24 19:01:03:879',59,16,118,105,0.18,0.24,0.47,0.7,0.87,0.87
1607,'2021/06/24 19:01:03:931',59,16,119,105,0.18,0.24,0.47,0.7,0.87,0.87
1608,'2021/06/24 19:01:03:988',59,17,117,108,0.18,0.24,0.47,0.7,0.87,0.87
1609,'2021/06/24 19:01:04:039',59,15,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1610,'2021/06/24 19:01:04:090',59,17,117,108,0.18,0.24,0.47,0.7,0.87,0.87
1611,'2021/06/24 19:01:04:144',59,13,116,108,0.18,0.24,0.47,0.7,0.87,0.87
1612,'2021/06/24 19:01:04:196',59,18,118,106,0.18,0.24,0.47,0.7,0.87,0.87
1613,'2021/06/24 19:01:04:253',59,17,117,109,0.18,0.24,0.47,0.7,0.87,0.87
1614,'2021/06/24 19:01:04:304',59,16,119,105,0.18,0.24,0.47,0.7,0.87,0.87
1615,'2021/06/24 19:01:04:365',59,15,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1616,'2021/06/24 19:01:04:419',59,17,117,107,0.18,0.24,0.47,0.7,0.87,0.87
1617,'2021/06/24 19:01:04:471',59,18,118,106,0.18,0.24,0.47,0.7,0.87,0.87
1618,'2021/06/24 19:01:04:523',59,16,116,110,0.18,0.24,0.47,0.7,0.87,0.87
1619,'2021/06/24 19:01:04:575',59,13,114,113,0.18,0.24,0.47,0.7,0.87,0.87
1620,'2021/06/24 19:01:04:627',59,14,116,110,0.18,0.24,0.47,0.7,0.87,0.87
1621,'2021/06/24 19:01:04:678',59,17,120,103,0.18,0.24,0.47,0.7,0.87,0.87
1622,'2021/06/24 19:01:04:730',59,16,116,110,0.18,0.24,0.47,0.7,0.87,0.87
1623,'2021/06/24 19:01:04:781',59,13,112,117,0.18,0.24,0.47,0.7,0.87,0.87
1624,'2021/06/24 19:01:04:833',59,14,114,114,0.18,0.24,0.47,0.7,0.87,0.87
1625,'2021/06/24 19:01:04:885',59,13,112,116,0.18,0.24,0.47,0.7,0.87,0.87
1626,'2021/06/24 19:01:07:012',60,12,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1627,'2021/06/24 19:01:07:063',60,12,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1628,'2021/06/24 19:01:07:114',60,12,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1629,'2021/06/24 19:01:07:166',60,12,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1630,'2021/06/24 19:01:07:217',60,12,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1631,'2021/06/24 19:01:07:273',60,16,120,101,0.18,0.24,0.47,0.7,0.87,0.87
1632,'2021/06/24 19:01:07:325',60,14,117,108,0.18,0.24,0.47,0.7,0.87,0.87
1633,'2021/06/24 19:01:07:375',60,14,117,108,0.18,0.24,0.47,0.7,0.87,0.87
1634,'2021/06/24 19:01:07:427',60,16,120,102,0.18,0.24,0.47,0.7,0.87,0.87
1635,'2021/06/24 19:01:07:478',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1636,'2021/06/24 19:01:07:529',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1637,'2021/06/24 19:01:07:580',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1638,'2021/06/24 19:01:07:634',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1639,'2021/06/24 19:01:07:684',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1640,'2021/06/24 19:01:07:740',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1641,'2021/06/24 19:01:07:791',60,12,114,116,0.18,0.24,0.47,0.7,0.87,0.87
1642,'2021/06/24 19:10:25:147',61,24,4,111,0.7,0.21,0.6,0.17,0.84,0.22
1643,'2021/06/24 19:10:25:198',61,23,4,111,0.7,0.21,0.6,0.17,0.84,0.22
1644,'2021/06/24 19:10:25:249',61,25,6,110,0.7,0.21,0.6,0.17,0.84,0.22
1645,'2021/06/24 19:10:25:307',61,28,8,106,0.7,0.21,0.6,0.17,0.84,0.22
1646,'2021/06/24 19:10:25:358',61,26,6,109,0.7,0.21,0.6,0.17,0.84,0.22
1647,'2021/06/24 19:10:25:409',61,27,4,110,0.7,0.21,0.6,0.17,0.84,0.22
1648,'2021/06/24 19:10:25:459',61,28,6,110,0.7,0.21,0.6,0.17,0.84,0.22
1649,'2021/06/24 19:10:25:510',61,28,8,106,0.7,0.21,0.6,0.17,0.84,0.22
1650,'2021/06/24 19:10:25:561',61,27,7,111,0.7,0.21,0.6,0.17,0.84,0.22
1651,'2021/06/24 19:10:25:613',61,24,6,111,0.7,0.21,0.6,0.17,0.84,0.22
1652,'2021/06/24 19:10:25:663',61,28,6,110,0.7,0.21,0.6,0.17,0.84,0.22
1653,'2021/06/24 19:10:25:715',61,27,4,113,0.7,0.21,0.6,0.17,0.84,0.22
1654,'2021/06/24 19:10:25:768',61,28,7,109,0.7,0.21,0.6,0.17,0.84,0.22
1655,'2021/06/24 19:10:25:819',61,26,3,113,0.7,0.21,0.6,0.17,0.84,0.22
1656,'2021/06/24 19:10:25:869',61,29,7,108,0.7,0.21,0.6,0.17,0.84,0.22
1657,'2021/06/24 19:10:25:921',61,27,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1658,'2021/06/24 19:10:25:971',61,26,5,111,0.7,0.21,0.6,0.17,0.84,0.22
1659,'2021/06/24 19:10:26:022',61,29,8,107,0.7,0.21,0.6,0.17,0.84,0.22
1660,'2021/06/24 19:10:26:074',61,28,6,109,0.7,0.21,0.6,0.17,0.84,0.22
1661,'2021/06/24 19:10:26:125',61,30,8,107,0.7,0.21,0.6,0.17,0.84,0.22
1662,'2021/06/24 19:10:26:177',61,27,4,113,0.7,0.21,0.6,0.17,0.84,0.22
1663,'2021/06/24 19:10:26:227',61,28,5,109,0.7,0.21,0.6,0.17,0.84,0.22
1664,'2021/06/24 19:10:26:278',61,31,9,103,0.7,0.21,0.6,0.17,0.84,0.22
1665,'2021/06/24 19:10:26:328',61,29,7,107,0.7,0.21,0.6,0.17,0.84,0.22
1666,'2021/06/24 19:10:26:385',61,30,8,108,0.7,0.21,0.6,0.17,0.84,0.22
1667,'2021/06/24 19:10:26:443',61,29,7,109,0.7,0.21,0.6,0.17,0.84,0.22
1668,'2021/06/24 19:10:27:553',62,33,10,109,0.7,0.21,0.6,0.17,0.84,0.22
1669,'2021/06/24 19:10:27:604',62,35,12,105,0.7,0.21,0.6,0.17,0.84,0.22
1670,'2021/06/24 19:10:27:664',62,34,11,105,0.7,0.21,0.6,0.17,0.84,0.22
1671,'2021/06/24 19:10:27:716',62,35,11,106,0.7,0.21,0.6,0.17,0.84,0.22
1672,'2021/06/24 19:10:27:766',62,33,11,110,0.7,0.21,0.6,0.17,0.84,0.22
1673,'2021/06/24 19:10:27:817',62,32,9,110,0.7,0.21,0.6,0.17,0.84,0.22
1674,'2021/06/24 19:10:27:867',62,34,11,108,0.7,0.21,0.6,0.17,0.84,0.22
1675,'2021/06/24 19:10:27:918',62,36,12,103,0.7,0.21,0.6,0.17,0.84,0.22
1676,'2021/06/24 19:10:27:973',62,34,12,103,0.7,0.21,0.6,0.17,0.84,0.22
1677,'2021/06/24 19:10:28:024',62,39,16,97,0.7,0.21,0.6,0.17,0.84,0.22
1678,'2021/06/24 19:10:28:074',62,35,12,105,0.7,0.21,0.6,0.17,0.84,0.22
1679,'2021/06/24 19:10:28:124',62,35,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1680,'2021/06/24 19:10:28:175',62,36,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1681,'2021/06/24 19:10:28:226',62,36,12,107,0.7,0.21,0.6,0.17,0.84,0.22
1682,'2021/06/24 19:10:28:276',62,36,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1683,'2021/06/24 19:10:28:326',62,36,11,111,0.7,0.21,0.6,0.17,0.84,0.22
1684,'2021/06/24 19:10:28:377',62,36,12,105,0.7,0.21,0.6,0.17,0.84,0.22
1685,'2021/06/24 19:10:28:427',62,35,11,108,0.7,0.21,0.6,0.17,0.84,0.22
1686,'2021/06/24 19:10:28:478',62,40,16,98,0.7,0.21,0.6,0.17,0.84,0.22
1687,'2021/06/24 19:10:28:528',62,35,9,113,0.7,0.21,0.6,0.17,0.84,0.22
1688,'2021/06/24 19:10:29:708',63,53,15,84,0.7,0.21,0.6,0.17,0.84,0.22
1689,'2021/06/24 19:10:29:758',63,49,6,101,0.7,0.21,0.6,0.17,0.84,0.22
1690,'2021/06/24 19:10:29:807',63,49,6,101,0.7,0.21,0.6,0.17,0.84,0.22
1691,'2021/06/24 19:10:29:859',63,49,6,101,0.7,0.21,0.6,0.17,0.84,0.22
1692,'2021/06/24 19:10:29:913',63,49,6,101,0.7,0.21,0.6,0.17,0.84,0.22
1693,'2021/06/24 19:10:29:963',63,47,4,106,0.7,0.21,0.6,0.17,0.84,0.22
1694,'2021/06/24 19:10:30:013',63,46,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1695,'2021/06/24 19:10:30:064',63,45,4,105,0.7,0.21,0.6,0.17,0.84,0.22
1696,'2021/06/24 19:10:30:114',63,45,4,105,0.7,0.21,0.6,0.17,0.84,0.22
1697,'2021/06/24 19:10:30:164',63,46,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1698,'2021/06/24 19:10:30:214',63,46,5,104,0.7,0.21,0.6,0.17,0.84,0.22
1699,'2021/06/24 19:10:30:264',63,47,3,104,0.7,0.21,0.6,0.17,0.84,0.22
1700,'2021/06/24 19:10:30:320',63,47,3,104,0.7,0.21,0.6,0.17,0.84,0.22
1701,'2021/06/24 19:10:30:372',63,47,6,103,0.7,0.21,0.6,0.17,0.84,0.22
1702,'2021/06/24 19:10:30:428',63,51,12,92,0.7,0.21,0.6,0.17,0.84,0.22
1703,'2021/06/24 19:10:30:479',63,46,7,103,0.7,0.21,0.6,0.17,0.84,0.22
1704,'2021/06/24 19:10:30:529',63,46,6,103,0.7,0.21,0.6,0.17,0.84,0.22
1705,'2021/06/24 19:10:30:579',63,44,5,107,0.7,0.21,0.6,0.17,0.84,0.22
1706,'2021/06/24 19:10:30:632',63,46,5,108,0.7,0.21,0.6,0.17,0.84,0.22
1707,'2021/06/24 19:10:30:687',63,47,6,104,0.7,0.21,0.6,0.17,0.84,0.22
1708,'2021/06/24 19:10:30:737',63,45,4,107,0.7,0.21,0.6,0.17,0.84,0.22
1709,'2021/06/24 19:10:30:787',63,46,4,109,0.7,0.21,0.6,0.17,0.84,0.22
1710,'2021/06/24 19:10:30:837',63,47,5,106,0.7,0.21,0.6,0.17,0.84,0.22
1711,'2021/06/24 19:10:30:887',63,46,4,109,0.7,0.21,0.6,0.17,0.84,0.22
1712,'2021/06/24 19:10:30:939',63,48,4,106,0.7,0.21,0.6,0.17,0.84,0.22
1713,'2021/06/24 19:10:32:163',64,31,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1714,'2021/06/24 19:10:32:215',64,31,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1715,'2021/06/24 19:10:32:265',64,31,8,104,0.7,0.21,0.6,0.17,0.84,0.22
1716,'2021/06/24 19:10:32:316',64,32,8,103,0.7,0.21,0.6,0.17,0.84,0.22
1717,'2021/06/24 19:10:32:371',64,30,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1718,'2021/06/24 19:10:32:424',64,30,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1719,'2021/06/24 19:10:32:477',64,31,8,104,0.7,0.21,0.6,0.17,0.84,0.22
1720,'2021/06/24 19:10:32:528',64,30,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1721,'2021/06/24 19:10:32:580',64,30,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1722,'2021/06/24 19:10:32:631',64,31,9,104,0.7,0.21,0.6,0.17,0.84,0.22
1723,'2021/06/24 19:10:32:687',64,32,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1724,'2021/06/24 19:10:32:742',64,31,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1725,'2021/06/24 19:10:32:792',64,31,8,105,0.7,0.21,0.6,0.17,0.84,0.22
1726,'2021/06/24 19:10:32:843',64,30,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1727,'2021/06/24 19:10:32:895',64,31,9,104,0.7,0.21,0.6,0.17,0.84,0.22
1728,'2021/06/24 19:10:32:947',64,31,7,107,0.7,0.21,0.6,0.17,0.84,0.22
1729,'2021/06/24 19:10:32:999',64,32,7,106,0.7,0.21,0.6,0.17,0.84,0.22
1730,'2021/06/24 19:10:33:050',64,32,7,107,0.7,0.21,0.6,0.17,0.84,0.22
1731,'2021/06/24 19:10:33:107',64,30,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1732,'2021/06/24 19:10:33:159',64,34,7,103,0.7,0.21,0.6,0.17,0.84,0.22
1733,'2021/06/24 19:10:33:211',64,30,5,107,0.7,0.21,0.6,0.17,0.84,0.22
1734,'2021/06/24 19:10:34:630',65,21,7,108,0.7,0.21,0.6,0.17,0.84,0.22
1735,'2021/06/24 19:10:34:686',65,20,5,108,0.7,0.21,0.6,0.17,0.84,0.22
1736,'2021/06/24 19:10:34:738',65,20,5,109,0.7,0.21,0.6,0.17,0.84,0.22
1737,'2021/06/24 19:10:34:792',65,27,13,93,0.7,0.21,0.6,0.17,0.84,0.22
1738,'2021/06/24 19:10:34:852',65,20,4,109,0.7,0.21,0.6,0.17,0.84,0.22
1739,'2021/06/24 19:10:34:903',65,21,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1740,'2021/06/24 19:10:34:954',65,21,6,109,0.7,0.21,0.6,0.17,0.84,0.22
1741,'2021/06/24 19:10:35:013',65,23,8,103,0.7,0.21,0.6,0.17,0.84,0.22
1742,'2021/06/24 19:10:35:066',65,21,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1743,'2021/06/24 19:10:35:117',65,22,6,105,0.7,0.21,0.6,0.17,0.84,0.22
1744,'2021/06/24 19:10:35:167',65,21,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1745,'2021/06/24 19:10:35:225',65,22,6,107,0.7,0.21,0.6,0.17,0.84,0.22
1746,'2021/06/24 19:10:35:278',65,20,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1747,'2021/06/24 19:10:35:330',65,20,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1748,'2021/06/24 19:10:35:380',65,18,4,113,0.7,0.21,0.6,0.17,0.84,0.22
1749,'2021/06/24 19:10:35:430',65,22,6,108,0.7,0.21,0.6,0.17,0.84,0.22
1750,'2021/06/24 19:10:35:480',65,21,5,111,0.7,0.21,0.6,0.17,0.84,0.22
1751,'2021/06/24 19:10:35:532',65,20,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1752,'2021/06/24 19:10:35:581',65,22,6,109,0.7,0.21,0.6,0.17,0.84,0.22
1753,'2021/06/24 19:10:35:632',65,23,7,107,0.7,0.21,0.6,0.17,0.84,0.22
1754,'2021/06/24 19:10:35:684',65,22,5,110,0.7,0.21,0.6,0.17,0.84,0.22
1755,'2021/06/24 19:10:35:736',65,22,6,106,0.7,0.21,0.6,0.17,0.84,0.22
1756,'2021/06/24 19:10:35:787',65,19,5,111,0.7,0.21,0.6,0.17,0.84,0.22
1757,'2021/06/24 19:10:35:838',65,24,9,105,0.7,0.21,0.6,0.17,0.84,0.22
1758,'2021/06/24 19:10:37:092',66,30,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1759,'2021/06/24 19:10:37:142',66,29,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1760,'2021/06/24 19:10:37:193',66,28,13,108,0.7,0.21,0.6,0.17,0.84,0.22
1761,'2021/06/24 19:10:37:244',66,29,13,108,0.7,0.21,0.6,0.17,0.84,0.22
1762,'2021/06/24 19:10:37:296',66,28,12,110,0.7,0.21,0.6,0.17,0.84,0.22
1763,'2021/06/24 19:10:37:347',66,29,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1764,'2021/06/24 19:10:37:398',66,29,13,106,0.7,0.21,0.6,0.17,0.84,0.22
1765,'2021/06/24 19:10:37:449',66,30,15,102,0.7,0.21,0.6,0.17,0.84,0.22
1766,'2021/06/24 19:10:37:504',66,27,11,111,0.7,0.21,0.6,0.17,0.84,0.22
1767,'2021/06/24 19:10:37:556',66,29,14,106,0.7,0.21,0.6,0.17,0.84,0.22
1768,'2021/06/24 19:10:37:607',66,29,14,107,0.7,0.21,0.6,0.17,0.84,0.22
1769,'2021/06/24 19:10:37:658',66,27,12,110,0.7,0.21,0.6,0.17,0.84,0.22
1770,'2021/06/24 19:10:37:710',66,29,13,109,0.7,0.21,0.6,0.17,0.84,0.22
1771,'2021/06/24 19:10:37:761',66,29,12,110,0.7,0.21,0.6,0.17,0.84,0.22
1772,'2021/06/24 19:10:37:811',66,32,17,100,0.7,0.21,0.6,0.17,0.84,0.22
1773,'2021/06/24 19:10:37:871',66,30,14,106,0.7,0.21,0.6,0.17,0.84,0.22
1774,'2021/06/24 19:10:37:921',66,30,13,110,0.7,0.21,0.6,0.17,0.84,0.22
1775,'2021/06/24 19:10:37:973',66,30,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1776,'2021/06/24 19:10:38:023',66,29,13,108,0.7,0.21,0.6,0.17,0.84,0.22
1777,'2021/06/24 19:10:39:033',67,20,11,109,0.7,0.21,0.6,0.17,0.84,0.22
1778,'2021/06/24 19:10:39:089',67,21,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1779,'2021/06/24 19:10:39:141',67,20,12,108,0.7,0.21,0.6,0.17,0.84,0.22
1780,'2021/06/24 19:10:39:193',67,21,11,107,0.7,0.21,0.6,0.17,0.84,0.22
1781,'2021/06/24 19:10:39:251',67,21,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1782,'2021/06/24 19:10:39:308',67,21,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1783,'2021/06/24 19:10:39:359',67,22,12,105,0.7,0.21,0.6,0.17,0.84,0.22
1784,'2021/06/24 19:10:39:410',67,22,12,104,0.7,0.21,0.6,0.17,0.84,0.22
1785,'2021/06/24 19:10:39:460',67,22,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1786,'2021/06/24 19:10:39:512',67,22,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1787,'2021/06/24 19:10:39:568',67,22,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1788,'2021/06/24 19:10:39:621',67,21,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1789,'2021/06/24 19:10:39:672',67,21,10,107,0.7,0.21,0.6,0.17,0.84,0.22
1790,'2021/06/24 19:10:39:723',67,23,10,107,0.7,0.21,0.6,0.17,0.84,0.22
1791,'2021/06/24 19:10:39:780',67,22,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1792,'2021/06/24 19:10:39:831',67,22,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1793,'2021/06/24 19:10:39:882',67,25,12,104,0.7,0.21,0.6,0.17,0.84,0.22
1794,'2021/06/24 19:10:39:934',67,24,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1795,'2021/06/24 19:10:39:986',67,23,9,111,0.7,0.21,0.6,0.17,0.84,0.22
1796,'2021/06/24 19:10:40:037',67,24,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1797,'2021/06/24 19:10:40:090',67,23,10,109,0.7,0.21,0.6,0.17,0.84,0.22
1798,'2021/06/24 19:10:40:142',67,25,11,107,0.7,0.21,0.6,0.17,0.84,0.22
1799,'2021/06/24 19:10:43:175',68,24,10,110,0.7,0.21,0.6,0.17,0.84,0.22
1800,'2021/06/24 19:10:43:226',68,25,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1801,'2021/06/24 19:10:43:277',68,25,13,106,0.7,0.21,0.6,0.17,0.84,0.22
1802,'2021/06/24 19:10:43:328',68,26,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1803,'2021/06/24 19:10:43:378',68,26,14,103,0.7,0.21,0.6,0.17,0.84,0.22
1804,'2021/06/24 19:10:43:429',68,25,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1805,'2021/06/24 19:10:43:491',68,25,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1806,'2021/06/24 19:10:43:543',68,24,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1807,'2021/06/24 19:10:43:598',68,23,11,107,0.7,0.21,0.6,0.17,0.84,0.22
1808,'2021/06/24 19:10:43:650',68,24,12,106,0.7,0.21,0.6,0.17,0.84,0.22
1809,'2021/06/24 19:10:43:701',68,25,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1810,'2021/06/24 19:10:43:755',68,25,12,104,0.7,0.21,0.6,0.17,0.84,0.22
1811,'2021/06/24 19:10:43:814',68,24,14,104,0.7,0.21,0.6,0.17,0.84,0.22
1812,'2021/06/24 19:10:43:869',68,26,15,101,0.7,0.21,0.6,0.17,0.84,0.22
1813,'2021/06/24 19:10:43:924',68,24,13,104,0.7,0.21,0.6,0.17,0.84,0.22
1814,'2021/06/24 19:10:45:077',69,12,11,110,0.7,0.21,0.6,0.17,0.84,0.22
1815,'2021/06/24 19:10:45:129',69,10,9,112,0.7,0.21,0.6,0.17,0.84,0.22
1816,'2021/06/24 19:10:45:180',69,12,12,108,0.7,0.21,0.6,0.17,0.84,0.22
1817,'2021/06/24 19:10:45:233',69,11,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1818,'2021/06/24 19:10:45:284',69,12,12,108,0.7,0.21,0.6,0.17,0.84,0.22
1819,'2021/06/24 19:10:45:339',69,10,10,110,0.7,0.21,0.6,0.17,0.84,0.22
1820,'2021/06/24 19:10:45:391',69,11,10,111,0.7,0.21,0.6,0.17,0.84,0.22
1821,'2021/06/24 19:10:45:442',69,13,12,107,0.7,0.21,0.6,0.17,0.84,0.22
1822,'2021/06/24 19:10:45:494',69,12,10,108,0.7,0.21,0.6,0.17,0.84,0.22
1823,'2021/06/24 19:10:45:546',69,12,9,110,0.7,0.21,0.6,0.17,0.84,0.22
1824,'2021/06/24 19:10:45:606',69,13,10,109,0.7,0.21,0.6,0.17,0.84,0.22
1825,'2021/06/24 19:10:45:657',69,15,14,102,0.7,0.21,0.6,0.17,0.84,0.22
1826,'2021/06/24 19:10:45:708',69,13,10,110,0.7,0.21,0.6,0.17,0.84,0.22
1827,'2021/06/24 19:10:45:760',69,12,10,109,0.7,0.21,0.6,0.17,0.84,0.22
1828,'2021/06/24 19:10:47:067',70,9,13,107,0.7,0.21,0.6,0.17,0.84,0.22
1829,'2021/06/24 19:10:47:119',70,9,13,106,0.7,0.21,0.6,0.17,0.84,0.22
1830,'2021/06/24 19:10:47:172',70,8,12,108,0.7,0.21,0.6,0.17,0.84,0.22
1831,'2021/06/24 19:10:47:224',70,8,12,108,0.7,0.21,0.6,0.17,0.84,0.22
1832,'2021/06/24 19:10:47:280',70,9,12,105,0.7,0.21,0.6,0.17,0.84,0.22
1833,'2021/06/24 19:10:47:332',70,11,14,104,0.7,0.21,0.6,0.17,0.84,0.22
